Sample	Genus	DNA_Abund	RNA_abund	Donor	Condition	Replicate
D06_OF_R2	Candidatus Bathyarchaeota	0	0	D06	OF	R2
D06_OF_R2	Candidatus Dormibacteraeota	0	0	D06	OF	R2
D06_OF_R2	Candidatus Edwardsbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Eisenbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Eremiobacteraeota	0	0	D06	OF	R2
D06_OF_R2	Candidatus Handelsmanbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Hydrogenedentes	0	0	D06	OF	R2
D06_OF_R2	Candidatus Kryptonia	0	0	D06	OF	R2
D06_OF_R2	Candidatus Latescibacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Magasanikbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Marinimicrobia	0	0	D06	OF	R2
D06_OF_R2	Candidatus Melainabacteria	0.00800032001280051	0	D06	OF	R2
D06_OF_R2	Candidatus Moranbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Nomurabacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Omnitrophica	0	0	D06	OF	R2
D06_OF_R2	Candidatus Peregrinibacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Portnoybacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Rokubacteria	0	0.00200010000500025	D06	OF	R2
D06_OF_R2	Candidatus Saccharibacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Sumerlaeota	0	0	D06	OF	R2
D06_OF_R2	Candidatus Sungbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Wallbacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Woesearchaeota	0	0	D06	OF	R2
D06_OF_R2	Candidatus Woesebacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Yanofskybacteria	0	0	D06	OF	R2
D06_OF_R2	Candidatus Zambryskibacteria	0	0	D06	OF	R2
D06_OF_R2	Chlamydiae	0	0	D06	OF	R2
D06_OF_R2	Chlorobi	0	0	D06	OF	R2
D06_OF_R2	Chloroflexi	0.00300012000480019	0.0100005000250013	D06	OF	R2
D06_OF_R2	Chytridiomycota	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R2	Crenarchaeota	0	0	D06	OF	R2
D06_OF_R2	Cryptomycota	0	0	D06	OF	R2
D06_OF_R2	Cyanobacteria	0.00200008000320013	0.0040002000100005	D06	OF	R2
D06_OF_R2	Deinococcus-Thermus	0	0.00100005000250013	D06	OF	R2
D06_OF_R2	Elusimicrobia (74152)	0	0.00100005000250013	D06	OF	R2
D06_OF_R2	Euryarchaeota	0.00200008000320013	0.00300015000750037	D06	OF	R2
D06_OF_R2	Fibrobacteres	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R2	Firmicutes	37.567502700108	37.5768788439422	D06	OF	R2
D06_OF_R2	Fusobacteria	0.00200008000320013	0.00100005000250013	D06	OF	R2
D06_OF_R2	Gemmatimonadetes (142182)	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R2	Ignavibacteriae	0.00100004000160006	0	D06	OF	R2
D06_OF_R2	Lentisphaerae	0	0.00100005000250013	D06	OF	R2
D06_OF_R2	Microsporidia	0	0.00100005000250013	D06	OF	R2
D06_OF_R2	Mucoromycota	0.00600024000960038	0.0330016500825041	D06	OF	R2
D06_OF_R2	Negarnaviricota	0	0	D06	OF	R2
D06_OF_R2	Nitrospinae	0	0	D06	OF	R2
D06_OF_R2	Nitrospirae	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R2	Other	2.8421709430404e-14	-1.4210854715202e-14	D06	OF	R2
D06_OF_R2	Planctomycetes	0.00200008000320013	0.00300015000750037	D06	OF	R2
D06_OF_R2	Proteobacteria	0.405016200648026	0.774038701935097	D06	OF	R2
D06_OF_R2	Spirochaetes	0.00300012000480019	0.00300015000750037	D06	OF	R2
D06_OF_R2	Synergistetes	0	0.00100005000250013	D06	OF	R2
D06_OF_R2	Tenericutes	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R2	Thaumarchaeota	0	0	D06	OF	R2
D06_OF_R2	Thermotogae (200918)	0	0	D06	OF	R2
D06_OF_R2	Verrucomicrobia	0.00600024000960038	0.00900045002250112	D06	OF	R2
D06_OF_R2	Zoopagomycota	0.00100004000160006	0.00100005000250013	D06	OF	R2
D06_OF_R3	Acidobacteria	0.00400028001960137	0.0070006300567051	D06	OF	R3
D06_OF_R3	Actinobacteria (201174)	9.0366325642795	2.48322349011411	D06	OF	R3
D06_OF_R3	Aquificae (200783)	0	0	D06	OF	R3
D06_OF_R3	Armatimonadetes	0	0.00100009000810073	D06	OF	R3
D06_OF_R3	Ascomycota	0.0340023801666117	0.0600054004860437	D06	OF	R3
D06_OF_R3	Bacteroidetes	35.3964777534427	48.7673890650158	D06	OF	R3
D06_OF_R3	Balneolaeota	0	0	D06	OF	R3
D06_OF_R3	Basidiomycota	0.00800056003920275	0.0280025202268204	D06	OF	R3
D06_OF_R3	Blastocladiomycota	0	0	D06	OF	R3
D06_OF_R3	Calditrichaeota	0	0	D06	OF	R3
D06_OF_R3	candidate division WOR-3	0	0	D06	OF	R3
D06_OF_R3	candidate division Zixibacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Aminicenantes	0	0	D06	OF	R3
D06_OF_R3	Candidatus Bathyarchaeota	0	0	D06	OF	R3
D06_OF_R3	Candidatus Dormibacteraeota	0	0	D06	OF	R3
D06_OF_R3	Candidatus Edwardsbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Eisenbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Eremiobacteraeota	0	0	D06	OF	R3
D06_OF_R3	Candidatus Handelsmanbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Hydrogenedentes	0	0	D06	OF	R3
D06_OF_R3	Candidatus Kryptonia	0	0	D06	OF	R3
D06_OF_R3	Candidatus Latescibacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Magasanikbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Marinimicrobia	0	0	D06	OF	R3
D06_OF_R3	Candidatus Melainabacteria	0.0100007000490034	0	D06	OF	R3
D06_OF_R3	Candidatus Moranbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Nomurabacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Omnitrophica	0	0	D06	OF	R3
D06_OF_R3	Candidatus Peregrinibacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Portnoybacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Rokubacteria	0	0.00200018001620146	D06	OF	R3
D06_OF_R3	Candidatus Saccharibacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Sumerlaeota	0	0	D06	OF	R3
D06_OF_R3	Candidatus Sungbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Wallbacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Woesearchaeota	0	0	D06	OF	R3
D06_OF_R3	Candidatus Woesebacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Yanofskybacteria	0	0	D06	OF	R3
D06_OF_R3	Candidatus Zambryskibacteria	0	0	D06	OF	R3
D06_OF_R3	Chlamydiae	0	0.00500045004050365	D06	OF	R3
D06_OF_R3	Chlorobi	0	0	D06	OF	R3
D06_OF_R3	Chloroflexi	0.00500035002450172	0.0140012601134102	D06	OF	R3
D06_OF_R3	Chytridiomycota	0.00100007000490034	0	D06	OF	R3
D06_OF_R3	Crenarchaeota	0	0	D06	OF	R3
D06_OF_R3	Cryptomycota	0	0	D06	OF	R3
D06_OF_R3	Cyanobacteria	0.00200014000980069	0.00400036003240292	D06	OF	R3
D06_OF_R3	Deinococcus-Thermus	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Elusimicrobia (74152)	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Euryarchaeota	0.00300021001470103	0.00300027002430219	D06	OF	R3
D06_OF_R3	Fibrobacteres	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Firmicutes	55.263868470793	48.0583252492724	D06	OF	R3
D06_OF_R3	Fusobacteria	0.00200014000980069	0.00100009000810073	D06	OF	R3
D06_OF_R3	Gemmatimonadetes (142182)	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Ignavibacteriae	0.00100007000490034	0	D06	OF	R3
D06_OF_R3	Lentisphaerae	0.00100007000490034	0.00200018001620146	D06	OF	R3
D06_OF_R3	Microsporidia	0.00100007000490034	0	D06	OF	R3
D06_OF_R3	Mucoromycota	0.00500035002450172	0.0070006300567051	D06	OF	R3
D06_OF_R3	Negarnaviricota	0	0	D06	OF	R3
D06_OF_R3	Nitrospinae	0	0	D06	OF	R3
D06_OF_R3	Nitrospirae	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Other	-7.105427357601e-14	4.2632564145606e-14	D06	OF	R3
D06_OF_R3	Planctomycetes	0.00200014000980069	0.00400036003240292	D06	OF	R3
D06_OF_R3	Proteobacteria	0.199013930975168	0.538048424358192	D06	OF	R3
D06_OF_R3	Spirochaetes	0.00400028001960137	0.00300027002430219	D06	OF	R3
D06_OF_R3	Synergistetes	0.00100007000490034	0.00100009000810073	D06	OF	R3
D06_OF_R3	Tenericutes	0.00100007000490034	0	D06	OF	R3
D06_OF_R3	Thaumarchaeota	0	0.00100009000810073	D06	OF	R3
D06_OF_R3	Thermotogae (200918)	0	0	D06	OF	R3
D06_OF_R3	Verrucomicrobia	0.0130009100637045	0.00500045004050365	D06	OF	R3
D06_OF_R3	Zoopagomycota	0.00100007000490034	0	D06	OF	R3
D06_OH_R1	Acidobacteria	0.00500030001800108	0	D06	OH	R1
D06_OH_R1	Actinobacteria (201174)	6.75840550433026	0	D06	OH	R1
D06_OH_R1	Armatimonadetes	0	0	D06	OH	R1
D06_OH_R1	Ascomycota	0.0380022801368082	0	D06	OH	R1
D06_OH_R1	Bacteroidetes	39.4863691821509	0	D06	OH	R1
D06_OH_R1	Basidiomycota	0.00900054003240194	0	D06	OH	R1
D06_OH_R1	Candidatus Aminicenantes	0	0	D06	OH	R1
D06_OH_R1	Candidatus Melainabacteria	0.0110006600396024	0	D06	OH	R1
D06_OH_R1	Candidatus Rokubacteria	0	0	D06	OH	R1
D06_OH_R1	Candidatus Saccharibacteria	0	0	D06	OH	R1
D06_OH_R1	Chlamydiae	0	0	D06	OH	R1
D06_OH_R1	Chloroflexi	0.0060003600216013	0	D06	OH	R1
D06_OH_R1	Chytridiomycota	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Cyanobacteria	0.00300018001080065	0	D06	OH	R1
D06_OH_R1	Deinococcus-Thermus	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Elusimicrobia (74152)	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Euryarchaeota	0.00300018001080065	0	D06	OH	R1
D06_OH_R1	Fibrobacteres	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Firmicutes	53.4312058723523	0	D06	OH	R1
D06_OH_R1	Fusobacteria	0.00200012000720043	0	D06	OH	R1
D06_OH_R1	Gemmatimonadetes (142182)	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Ignavibacteriae	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Lentisphaerae	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Microsporidia	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Mucoromycota	0.0060003600216013	0	D06	OH	R1
D06_OH_R1	Nitrospirae	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Other	1.4210854715202e-14	0	D06	OH	R1
D06_OH_R1	Planctomycetes	0.00300018001080065	0	D06	OH	R1
D06_OH_R1	Proteobacteria	0.212012720763246	0	D06	OH	R1
D06_OH_R1	Spirochaetes	0.00400024001440086	0	D06	OH	R1
D06_OH_R1	Synergistetes	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Tenericutes	0.00100006000360022	0	D06	OH	R1
D06_OH_R1	Thermotogae (200918)	0	0	D06	OH	R1
D06_OH_R1	Verrucomicrobia	0.0100006000360022	0	D06	OH	R1
D06_OH_R1	Zoopagomycota	0.00100006000360022	0	D06	OH	R1
D06_OH_R2	Acidobacteria	0.00400024001440086	0	D06	OH	R2
D06_OH_R2	Actinobacteria (201174)	5.79834790087405	0	D06	OH	R2
D06_OH_R2	Armatimonadetes	0	0	D06	OH	R2
D06_OH_R2	Ascomycota	0.0350021001260076	0	D06	OH	R2
D06_OH_R2	Bacteroidetes	40.76944616677	0	D06	OH	R2
D06_OH_R2	Basidiomycota	0.00900054003240194	0	D06	OH	R2
D06_OH_R2	Candidatus Aminicenantes	0	0	D06	OH	R2
D06_OH_R2	Candidatus Melainabacteria	0.0110006600396024	0	D06	OH	R2
D06_OH_R2	Candidatus Rokubacteria	0	0	D06	OH	R2
D06_OH_R2	Candidatus Saccharibacteria	0	0	D06	OH	R2
D06_OH_R2	Chlamydiae	0	0	D06	OH	R2
D06_OH_R2	Chloroflexi	0.00500030001800108	0	D06	OH	R2
D06_OH_R2	Chytridiomycota	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Cyanobacteria	0.00200012000720043	0	D06	OH	R2
D06_OH_R2	Deinococcus-Thermus	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Elusimicrobia (74152)	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Euryarchaeota	0.00300018001080065	0	D06	OH	R2
D06_OH_R2	Fibrobacteres	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Firmicutes	53.0991859511571	0	D06	OH	R2
D06_OH_R2	Fusobacteria	0.00200012000720043	0	D06	OH	R2
D06_OH_R2	Gemmatimonadetes (142182)	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Ignavibacteriae	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Lentisphaerae	0	0	D06	OH	R2
D06_OH_R2	Microsporidia	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Mucoromycota	0.00700042002520151	0	D06	OH	R2
D06_OH_R2	Nitrospirae	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Other	-5.6843418860808e-14	0	D06	OH	R2
D06_OH_R2	Planctomycetes	0.00200012000720043	0	D06	OH	R2
D06_OH_R2	Proteobacteria	0.229013740824449	0	D06	OH	R2
D06_OH_R2	Spirochaetes	0.00400024001440086	0	D06	OH	R2
D06_OH_R2	Synergistetes	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Tenericutes	0.00100006000360022	0	D06	OH	R2
D06_OH_R2	Thermotogae (200918)	0	0	D06	OH	R2
D06_OH_R2	Verrucomicrobia	0.00900054003240194	0	D06	OH	R2
D06_OH_R2	Zoopagomycota	0.00100006000360022	0	D06	OH	R2
D06_OH_R3	Acidobacteria	0.00500040003200256	0	D06	OH	R3
D06_OH_R3	Actinobacteria (201174)	7.65861268901512	0	D06	OH	R3
D06_OH_R3	Armatimonadetes	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Ascomycota	0.0370029602368189	0	D06	OH	R3
D06_OH_R3	Bacteroidetes	35.9438755100408	0	D06	OH	R3
D06_OH_R3	Basidiomycota	0.0080006400512041	0	D06	OH	R3
D06_OH_R3	Candidatus Aminicenantes	0	0	D06	OH	R3
D06_OH_R3	Candidatus Melainabacteria	0.0120009600768061	0	D06	OH	R3
D06_OH_R3	Candidatus Rokubacteria	0	0	D06	OH	R3
D06_OH_R3	Candidatus Saccharibacteria	0	0	D06	OH	R3
D06_OH_R3	Chlamydiae	0	0	D06	OH	R3
D06_OH_R3	Chloroflexi	0.00500040003200256	0	D06	OH	R3
D06_OH_R3	Chytridiomycota	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Cyanobacteria	0.00300024001920154	0	D06	OH	R3
D06_OH_R3	Deinococcus-Thermus	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Elusimicrobia (74152)	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Euryarchaeota	0.00300024001920154	0	D06	OH	R3
D06_OH_R3	Fibrobacteres	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Firmicutes	56.0844867589407	0	D06	OH	R3
D06_OH_R3	Fusobacteria	0.00200016001280102	0	D06	OH	R3
D06_OH_R3	Gemmatimonadetes (142182)	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Ignavibacteriae	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Lentisphaerae	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Microsporidia	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Mucoromycota	0.00600048003840307	0	D06	OH	R3
D06_OH_R3	Nitrospirae	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Other	-5.6843418860808e-14	0	D06	OH	R3
D06_OH_R3	Planctomycetes	0.00200016001280102	0	D06	OH	R3
D06_OH_R3	Proteobacteria	0.203016241299304	0	D06	OH	R3
D06_OH_R3	Spirochaetes	0.00400032002560205	0	D06	OH	R3
D06_OH_R3	Synergistetes	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Tenericutes	0.00100008000640051	0	D06	OH	R3
D06_OH_R3	Thermotogae (200918)	0	0	D06	OH	R3
D06_OH_R3	Verrucomicrobia	0.0100008000640051	0	D06	OH	R3
D06_OH_R3	Zoopagomycota	0.00100008000640051	0	D06	OH	R3
D06_OR_R1	Acidobacteria	0.00300024001920154	0.0100008000640051	D06	OR	R1
D06_OR_R1	Actinobacteria (201174)	2.91723337867029	5.34442755420434	D06	OR	R1
D06_OR_R1	Aquificae (200783)	0	0	D06	OR	R1
D06_OR_R1	Armatimonadetes	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Ascomycota	0.0320025602048164	0.206016481318505	D06	OR	R1
D06_OR_R1	Bacteroidetes	59.4097527802224	59.6727738219057	D06	OR	R1
D06_OR_R1	Balneolaeota	0	0	D06	OR	R1
D06_OR_R1	Basidiomycota	0.00700056004480358	0.151012080966477	D06	OR	R1
D06_OR_R1	Blastocladiomycota	0	0	D06	OR	R1
D06_OR_R1	Calditrichaeota	0	0	D06	OR	R1
D06_OR_R1	candidate division WOR-3	0	0	D06	OR	R1
D06_OR_R1	candidate division Zixibacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Aminicenantes	0	0	D06	OR	R1
D06_OR_R1	Candidatus Bathyarchaeota	0	0	D06	OR	R1
D06_OR_R1	Candidatus Dormibacteraeota	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Candidatus Edwardsbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Eisenbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Eremiobacteraeota	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Candidatus Handelsmanbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Hydrogenedentes	0	0	D06	OR	R1
D06_OR_R1	Candidatus Kryptonia	0	0	D06	OR	R1
D06_OR_R1	Candidatus Latescibacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Magasanikbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Marinimicrobia	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Candidatus Melainabacteria	0.00600048003840307	0	D06	OR	R1
D06_OR_R1	Candidatus Moranbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Nomurabacteria	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Candidatus Omnitrophica	0	0	D06	OR	R1
D06_OR_R1	Candidatus Peregrinibacteria	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Candidatus Portnoybacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Rokubacteria	0	0.00600048003840307	D06	OR	R1
D06_OR_R1	Candidatus Saccharibacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Sumerlaeota	0	0	D06	OR	R1
D06_OR_R1	Candidatus Sungbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Wallbacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Woesearchaeota	0	0	D06	OR	R1
D06_OR_R1	Candidatus Woesebacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Yanofskybacteria	0	0	D06	OR	R1
D06_OR_R1	Candidatus Zambryskibacteria	0	0	D06	OR	R1
D06_OR_R1	Chlamydiae	0	0.00200016001280102	D06	OR	R1
D06_OR_R1	Chlorobi	0	0	D06	OR	R1
D06_OR_R1	Chloroflexi	0.00400032002560205	0.0130010400832067	D06	OR	R1
D06_OR_R1	Chytridiomycota	0.00100008000640051	0.00200016001280102	D06	OR	R1
D06_OR_R1	Crenarchaeota	0	0	D06	OR	R1
D06_OR_R1	Cryptomycota	0	0	D06	OR	R1
D06_OR_R1	Cyanobacteria	0.00200016001280102	0.00600048003840307	D06	OR	R1
D06_OR_R1	Deinococcus-Thermus	0.00100008000640051	0.00300024001920154	D06	OR	R1
D06_OR_R1	Elusimicrobia (74152)	0.00100008000640051	0.00100008000640051	D06	OR	R1
D06_OR_R1	Euryarchaeota	0.00200016001280102	0.0210016801344108	D06	OR	R1
D06_OR_R1	Fibrobacteres	0.00100008000640051	0.00100008000640051	D06	OR	R1
D06_OR_R1	Firmicutes	37.3519881590527	33.639691175294	D06	OR	R1
D06_OR_R1	Fusobacteria	0.00200016001280102	0.00200016001280102	D06	OR	R1
D06_OR_R1	Gemmatimonadetes (142182)	0.00100008000640051	0.00400032002560205	D06	OR	R1
D06_OR_R1	Ignavibacteriae	0.00100008000640051	0	D06	OR	R1
D06_OR_R1	Lentisphaerae	0	0.00300024001920154	D06	OR	R1
D06_OR_R1	Microsporidia	0	0	D06	OR	R1
D06_OR_R1	Mucoromycota	0.00600048003840307	0.0200016001280102	D06	OR	R1
D06_OR_R1	Negarnaviricota	0	0	D06	OR	R1
D06_OR_R1	Nitrospinae	0	0.00100008000640051	D06	OR	R1
D06_OR_R1	Nitrospirae	0.00100008000640051	0.00100008000640051	D06	OR	R1
D06_OR_R1	Other	-1.4210854715202e-14	2.8421709430404e-14	D06	OR	R1
D06_OR_R1	Planctomycetes	0.00200016001280102	0.00900072005760461	D06	OR	R1
D06_OR_R1	Proteobacteria	0.232018561484919	0.817065365229218	D06	OR	R1
D06_OR_R1	Spirochaetes	0.00300024001920154	0.00400032002560205	D06	OR	R1
D06_OR_R1	Synergistetes	0.00100008000640051	0.00100008000640051	D06	OR	R1
D06_OR_R1	Tenericutes	0.00100008000640051	0.00200016001280102	D06	OR	R1
D06_OR_R1	Thaumarchaeota	0	0	D06	OR	R1
D06_OR_R1	Thermotogae (200918)	0	0	D06	OR	R1
D06_OR_R1	Verrucomicrobia	0.0100008000640051	0.0510040803264261	D06	OR	R1
D06_OR_R1	Zoopagomycota	0.00100008000640051	0	D06	OR	R1
D06_OR_R2	Acidobacteria	0.0040002000100005	0.0150003000060001	D06	OR	R2
D06_OR_R2	Actinobacteria (201174)	4.12820641032052	3.80907618152363	D06	OR	R2
D06_OR_R2	Aquificae (200783)	0	0	D06	OR	R2
D06_OR_R2	Armatimonadetes	0	0.00300006000120002	D06	OR	R2
D06_OR_R2	Ascomycota	0.0310015500775039	0.451009020180404	D06	OR	R2
D06_OR_R2	Bacteroidetes	55.0457522876144	61.6872337446749	D06	OR	R2
D06_OR_R2	Balneolaeota	0	0	D06	OR	R2
D06_OR_R2	Basidiomycota	0.00700035001750088	0.528010560211204	D06	OR	R2
D06_OR_R2	Blastocladiomycota	0	0	D06	OR	R2
D06_OR_R2	Calditrichaeota	0	0	D06	OR	R2
D06_OR_R2	candidate division WOR-3	0	0	D06	OR	R2
D06_OR_R2	candidate division Zixibacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Aminicenantes	0	0	D06	OR	R2
D06_OR_R2	Candidatus Bathyarchaeota	0	0	D06	OR	R2
D06_OR_R2	Candidatus Dormibacteraeota	0	0	D06	OR	R2
D06_OR_R2	Candidatus Edwardsbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Eisenbacteria	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Candidatus Eremiobacteraeota	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Candidatus Handelsmanbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Hydrogenedentes	0	0	D06	OR	R2
D06_OR_R2	Candidatus Kryptonia	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Candidatus Latescibacteria	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Candidatus Magasanikbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Marinimicrobia	0	0	D06	OR	R2
D06_OR_R2	Candidatus Melainabacteria	0.00700035001750088	0.00100002000040001	D06	OR	R2
D06_OR_R2	Candidatus Moranbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Nomurabacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Omnitrophica	0	0	D06	OR	R2
D06_OR_R2	Candidatus Peregrinibacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Portnoybacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Rokubacteria	0	0.00300006000120002	D06	OR	R2
D06_OR_R2	Candidatus Saccharibacteria	0	0.00300006000120002	D06	OR	R2
D06_OR_R2	Candidatus Sumerlaeota	0	0	D06	OR	R2
D06_OR_R2	Candidatus Sungbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Wallbacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Woesearchaeota	0	0	D06	OR	R2
D06_OR_R2	Candidatus Woesebacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Yanofskybacteria	0	0	D06	OR	R2
D06_OR_R2	Candidatus Zambryskibacteria	0	0	D06	OR	R2
D06_OR_R2	Chlamydiae	0	0.00200004000080002	D06	OR	R2
D06_OR_R2	Chlorobi	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Chloroflexi	0.0040002000100005	0.0160003200064001	D06	OR	R2
D06_OR_R2	Chytridiomycota	0.00100005000250013	0.00200004000080002	D06	OR	R2
D06_OR_R2	Crenarchaeota	0	0	D06	OR	R2
D06_OR_R2	Cryptomycota	0	0	D06	OR	R2
D06_OR_R2	Cyanobacteria	0.00200010000500025	0.00500010000200004	D06	OR	R2
D06_OR_R2	Deinococcus-Thermus	0.00100005000250013	0.00200004000080002	D06	OR	R2
D06_OR_R2	Elusimicrobia (74152)	0.00100005000250013	0.00100002000040001	D06	OR	R2
D06_OR_R2	Euryarchaeota	0.00200010000500025	0.0170003400068001	D06	OR	R2
D06_OR_R2	Fibrobacteres	0.00100005000250013	0.00100002000040001	D06	OR	R2
D06_OR_R2	Firmicutes	40.4940247012351	31.1466229324587	D06	OR	R2
D06_OR_R2	Fusobacteria	0.00200010000500025	0.00500010000200004	D06	OR	R2
D06_OR_R2	Gemmatimonadetes (142182)	0.00100005000250013	0.00300006000120002	D06	OR	R2
D06_OR_R2	Ignavibacteriae	0.00100005000250013	0.00100002000040001	D06	OR	R2
D06_OR_R2	Lentisphaerae	0	0.00200004000080002	D06	OR	R2
D06_OR_R2	Microsporidia	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Mucoromycota	0.00600030001500075	0.0590011800236005	D06	OR	R2
D06_OR_R2	Negarnaviricota	0	0	D06	OR	R2
D06_OR_R2	Nitrospinae	0	0.00100002000040001	D06	OR	R2
D06_OR_R2	Nitrospirae	0.00100005000250013	0.00200004000080002	D06	OR	R2
D06_OR_R2	Other	-1.13686837721616e-13	-4.2632564145606e-14	D06	OR	R2
D06_OR_R2	Planctomycetes	0.00200010000500025	0.0150003000060001	D06	OR	R2
D06_OR_R2	Proteobacteria	0.24001200060003	2.19204384087682	D06	OR	R2
