sample	tax.level	method	value
D02-ZF-R2-B_S44_L002	kingdom	simpson	0.036
D01-ZR-R1-A_S8_L001	kingdom	simpson	0.318
D04-OR-R2-B_S55_L001	kingdom	simpson	0.507
D09-OR-R2-B_S54_L001	kingdom	simpson	0.531
D08-ZR-R2-B_S56_L002	kingdom	simpson	0.082
D04-ZF-R2-B_S57_L002	kingdom	simpson	0.383
D08-ZH-R1-B_S33_L001	kingdom	simpson	0.044
D02-ZR-R1-A_S96_L002	kingdom	simpson	0.08
D09-ZH-R3-B_S37_L004	kingdom	simpson	0.167
D04-ZR-R2-B_S62_L002	kingdom	simpson	0.319
D05-ZR-R1-A_S29_L001	kingdom	simpson	0.011
PCO-B3-R1-A_S65_L002	kingdom	simpson	0.018
D10-ZR-R1-A_S9_L001	kingdom	simpson	0.005
D06-ZF-R2-A_S24_L002	kingdom	simpson	0.008
D05-OF-R3-A_S22_L004	kingdom	simpson	0.013
D08-ZF-R1-B_S36_L001	kingdom	simpson	0.071
D02-OR-R2-A_S30_L001	kingdom	simpson	0.499
D10-ZF-R3-B_S39_L004	kingdom	simpson	0.002
D06-OR-R2-B_S36_L001	kingdom	simpson	0.1
D04-OF-R1-B_S123_L002	kingdom	simpson	0.523
D09-OF-R2-B_S45_L001	kingdom	simpson	0.488
D03-ZH-R2-B_S38_L002	kingdom	simpson	0.011
D02-OF-R3-A_S16_L004	kingdom	simpson	0.088
D10-ZH-R3-A_S17_L004	kingdom	simpson	0.005
D08-OR-R2-A_S8_L001	kingdom	simpson	0.192
D01-ZR-R3-A_S21_L003	kingdom	simpson	0.03
D05-ZR-R3-A_S6_L004	kingdom	simpson	0.01
D09-ZR-R3-A_S19_L004	kingdom	simpson	0.445
D04-OR-R3-A_S18_L003	kingdom	simpson	0.503
D04-ZH-R3-A_S26_L003	kingdom	simpson	0.231
D07-OF-R3-A_S29_L003	kingdom	simpson	0.027
NCO-B4-R1-A_S81_L002	kingdom	simpson	0.143
D05-ZF-R2-B_S58_L002	kingdom	simpson	0.012
D03-ZF-R2-B_S53_L001	kingdom	simpson	0.006
D07-ZF-R2-B_S61_L001	kingdom	simpson	0.004
D03-NF-R2-B_S64_L001	kingdom	simpson	0.016
D06-NF-R2-B_S50_L001	kingdom	simpson	0.037
D03-ZF-R3-B_S56_L003	kingdom	simpson	0.196
D10-NF-R2-B_S49_L002	kingdom	simpson	0.108
D08-OF-R1-B_S107_L002	kingdom	simpson	0.426
D09-OR-R1-A_S32_L001	kingdom	simpson	0.443
D02-ZF-R2-A_S13_L002	kingdom	simpson	0.035
D04-ZH-R2-A_S9_L001	kingdom	simpson	0.196
D02-NF-R2-A_S26_L001	kingdom	simpson	0.059
D03-OF-R3-A_S2_L003	kingdom	simpson	0.01
D01-ZF-R3-B_S39_L003	kingdom	simpson	0.111
D06-OR-R1-B_S111_L002	kingdom	simpson	0.027
D01-NF-R1-A_S89_L002	kingdom	simpson	0.481
D05-OF-R1-A_S71_L002	kingdom	simpson	0.008
D03-OR-R3-A_S27_L003	kingdom	simpson	0.053
D06-OR-R2-A_S4_L001	kingdom	simpson	0.061
D01-ZH-R1-A_S95_L002	kingdom	simpson	0.092
D04-ZF-R2-A_S26_L002	kingdom	simpson	0.337
D03-OR-R3-B_S59_L003	kingdom	simpson	0.059
D10-ZF-R3-A_S10_L004	kingdom	simpson	0.002
D01-NF-R1-B_S121_L002	kingdom	simpson	0.481
D02-ZH-R3-A_S23_L004	kingdom	simpson	0.034
D05-OF-R2-A_S25_L001	kingdom	simpson	0.014
D09-OF-R3-A_S7_L004	kingdom	simpson	0.497
D05-ZH-R1-A_S78_L002	kingdom	simpson	0.007
D09-OF-R2-A_S13_L001	kingdom	simpson	0.487
D03-NF-R1-A_S20_L001	kingdom	simpson	0.012
D02-NF-R1-B_S126_L002	kingdom	simpson	0.071
D07-ZR-R1-A_S10_L001	kingdom	simpson	0.004
NCO-B2-R2-A_S10_L002	kingdom	simpson	0.29
D01-OR-R2-B_S42_L002	kingdom	simpson	0.158
D02-OR-R1-B_S105_L002	kingdom	simpson	0.493
D07-ZF-R3-B_S56_L004	kingdom	simpson	0.005
D05-ZH-R2-A_S16_L002	kingdom	simpson	0.062
D06-NF-R1-B_S37_L001	kingdom	simpson	0.006
D09-ZF-R3-A_S11_L004	kingdom	simpson	0.475
D08-ZF-R3-B_S40_L003	kingdom	simpson	0.11
NCO-B4-R3-B_S55_L003	kingdom	simpson	0.412
D06-ZH-R2-A_S12_L002	kingdom	simpson	0.009
D02-ZF-R1-B_S55_L001	kingdom	simpson	0.032
D08-ZR-R1-A_S80_L002	kingdom	simpson	0.107
D04-ZH-R2-B_S41_L001	kingdom	simpson	0.186
D04-ZR-R1-A_S70_L002	kingdom	simpson	0.456
D02-NF-R2-B_S58_L001	kingdom	simpson	0.056
D07-ZH-R3-B_S49_L004	kingdom	simpson	0.015
D06-ZR-R3-B_S52_L003	kingdom	simpson	0.014
D07-NF-R1-A_S14_L001	kingdom	simpson	0.019
D02-OR-R1-A_S73_L002	kingdom	simpson	0.466
D07-ZH-R2-B_S51_L002	kingdom	simpson	0.029
D09-ZH-R1-A_S30_L001	kingdom	simpson	0.452
D06-ZF-R3-A_S3_L004	kingdom	simpson	0.003
D05-ZH-R2-B_S47_L002	kingdom	simpson	0.095
D05-NF-R3-B_S36_L003	kingdom	simpson	0
D07-ZF-R3-A_S27_L004	kingdom	simpson	0.005
NCO-B4-R3-A_S23_L003	kingdom	simpson	0.41
D05-ZH-R3-A_S26_L004	kingdom	simpson	0.022
D08-ZR-R3-B_S63_L003	kingdom	simpson	0.305
D07-NF-R2-A_S2_L002	kingdom	simpson	0.018
NCO-B2-R3-A_S28_L003	kingdom	simpson	0.416
D10-ZR-R2-B_S51_L001	kingdom	simpson	0.004
D01-NF-R3-B_S44_L003	kingdom	simpson	0.403
NCO-B3-R1-B_S114_L002	kingdom	simpson	0.332
D07-ZF-R1-A_S85_L002	kingdom	simpson	0.004
D02-ZR-R2-A_S9_L002	kingdom	simpson	0.099
D10-ZR-R2-A_S19_L001	kingdom	simpson	0.003
PCO-B1-R1-A_S7_L001	kingdom	simpson	0.034
D10-ZH-R2-B_S37_L002	kingdom	simpson	0.015
D06-OR-R3-A_S1_L004	kingdom	simpson	0.057
D09-OR-R2-A_S22_L001	kingdom	simpson	0.475
NCO-B2-R1-A_S67_L002	kingdom	simpson	0.122
D04-OR-R2-A_S23_L001	kingdom	simpson	0.488
D07-OR-R2-B_S45_L002	kingdom	simpson	0.156
D09-NF-R2-B_S46_L002	kingdom	simpson	0.483
D06-ZF-R2-B_S55_L002	kingdom	simpson	0.007
D10-OF-R3-A_S32_L003	kingdom	simpson	0.005
D03-OR-R1-B_S45_L001	kingdom	simpson	0.028
D02-ZR-R2-B_S40_L002	kingdom	simpson	0.098
NCO-B1-R2-A_S3_L001	kingdom	simpson	0.336
D04-ZF-R3-A_S3_L003	kingdom	simpson	0.379
D02-OF-R2-A_S19_L002	kingdom	simpson	0.053
D08-OR-R3-B_S51_L003	kingdom	simpson	0.266
D03-OR-R2-B_S52_L001	kingdom	simpson	0.097
D07-ZR-R3-B_S38_L004	kingdom	simpson	0.006
D07-OF-R2-A_S28_L002	kingdom	simpson	0.012
D01-ZR-R1-B_S40_L001	kingdom	simpson	0.308
D01-OF-R1-B_S47_L001	kingdom	simpson	0.379
D03-ZR-R2-A_S5_L001	kingdom	simpson	0.006
D06-ZF-R1-B_S53_L001	kingdom	simpson	0.005
D08-NF-R1-A_S6_L001	kingdom	simpson	0.505
D07-OF-R1-B_S98_L002	kingdom	simpson	0.011
D05-OF-R1-B_S103_L002	kingdom	simpson	0.008
D03-OR-R1-A_S13_L001	kingdom	simpson	0.057
D03-OF-R1-A_S16_L001	kingdom	simpson	0.031
D09-ZR-R2-A_S5_L002	kingdom	simpson	0.409
D01-ZF-R2-A_S17_L002	kingdom	simpson	0.1
D06-NF-R2-A_S18_L001	kingdom	simpson	0.035
D06-ZR-R3-A_S20_L003	kingdom	simpson	0.014
NCO-B3-R2-A_S12_L001	kingdom	simpson	0.324
D04-ZR-R3-A_S16_L003	kingdom	simpson	0.537
D01-NF-R3-A_S12_L003	kingdom	simpson	0.387
D07-ZH-R2-A_S20_L002	kingdom	simpson	0.021
D10-ZH-R1-B_S51_L001	kingdom	simpson	0.015
D01-NF-R2-B_S42_L001	kingdom	simpson	0.504
D09-OF-R1-B_S106_L002	kingdom	simpson	0.501
D03-ZR-R3-B_S38_L003	kingdom	simpson	0.005
D04-OF-R2-A_S27_L001	kingdom	simpson	0.357
D01-OR-R3-A_S12_L004	kingdom	simpson	0.135
D06-OF-R2-B_S53_L002	kingdom	simpson	0.006
D08-ZF-R2-A_S6_L001	kingdom	simpson	0.05
D10-OF-R1-B_S119_L002	kingdom	simpson	0.157
D05-ZF-R3-A_S24_L004	kingdom	simpson	0.008
D09-NF-R1-B_S60_L001	kingdom	simpson	0.493
NCO-B4-R2-B_S46_L001	kingdom	simpson	0.398
D10-NF-R3-A_S15_L003	kingdom	simpson	0.114
NCO-B3-R1-A_S82_L002	kingdom	simpson	0.325
D03-OF-R2-B_S35_L002	kingdom	simpson	0.015
D04-ZH-R1-B_S59_L001	kingdom	simpson	0.208
D08-OF-R2-A_S1_L001	kingdom	simpson	0.212
D09-OF-R3-B_S36_L004	kingdom	simpson	0.5
D02-ZH-R2-A_S29_L002	kingdom	simpson	0.083
D01-ZR-R3-B_S53_L003	kingdom	simpson	0.031
D07-OR-R3-A_S17_L003	kingdom	simpson	0.096
D08-NF-R3-B_S50_L004	kingdom	simpson	0.473
D09-OR-R3-B_S43_L004	kingdom	simpson	0.603
D01-NF-R2-A_S10_L001	kingdom	simpson	0.5
D02-OF-R1-A_S88_L002	kingdom	simpson	0.021
D02-ZR-R1-B_S128_L002	kingdom	simpson	0.072
D05-ZR-R2-A_S7_L001	kingdom	simpson	0.008
D01-OF-R2-A_S23_L002	kingdom	simpson	0.349
D03-ZR-R1-B_S125_L002	kingdom	simpson	0.005
D05-ZF-R1-A_S3_L001	kingdom	simpson	0.014
D03-ZF-R1-A_S69_L002	kingdom	simpson	0.008
D08-OR-R1-B_S54_L001	kingdom	simpson	0.203
D09-ZH-R3-A_S8_L004	kingdom	simpson	0.109
D09-ZF-R1-A_S83_L002	kingdom	simpson	0.447
D03-OR-R2-A_S20_L001	kingdom	simpson	0.063
D08-ZF-R3-A_S8_L003	kingdom	simpson	0.136
D01-ZH-R2-B_S34_L001	kingdom	simpson	0.07
D04-NF-R1-A_S17_L001	kingdom	simpson	0.283
D09-ZF-R2-A_S24_L001	kingdom	simpson	0.489
D03-ZH-R2-A_S7_L002	kingdom	simpson	0.009
D02-OF-R1-B_S120_L002	kingdom	simpson	0.02
D04-OF-R3-B_S58_L004	kingdom	simpson	0.269
D10-ZH-R3-B_S46_L004	kingdom	simpson	0.006
D06-OF-R2-A_S22_L002	kingdom	simpson	0.005
D10-NF-R1-A_S92_L002	kingdom	simpson	0.015
PCO-B4-R1-B_S57_L001	kingdom	simpson	0.036
D02-OR-R2-B_S62_L001	kingdom	simpson	0.514
D09-NF-R1-A_S28_L001	kingdom	simpson	0.477
D08-ZF-R2-B_S38_L001	kingdom	simpson	0.053
D08-NF-R1-B_S38_L001	kingdom	simpson	0.494
D08-ZH-R2-B_S32_L002	kingdom	simpson	0.065
D09-ZF-R2-B_S56_L001	kingdom	simpson	0.474
D04-ZF-R3-B_S35_L003	kingdom	simpson	0.368
D05-ZF-R1-B_S35_L001	kingdom	simpson	0.008
D09-ZF-R1-B_S115_L002	kingdom	simpson	0.453
PCO-B1-R2-B_S63_L001	kingdom	simpson	0.036
D07-OR-R2-A_S14_L002	kingdom	simpson	0.075
NCO-B4-R1-B_S113_L002	kingdom	simpson	0.165
D04-ZR-R3-B_S48_L003	kingdom	simpson	0.534
D05-NF-R2-B_S34_L002	kingdom	simpson	0.055
D08-NF-R2-B_S49_L001	kingdom	simpson	0.266
D05-NF-R1-A_S77_L002	kingdom	simpson	0.018
D07-OF-R1-A_S66_L002	kingdom	simpson	0.006
PCO-B1-R1-B_S39_L001	kingdom	simpson	0.029
D06-NF-R3-B_S44_L004	kingdom	simpson	0.031
D08-NF-R3-A_S21_L004	kingdom	simpson	0.473
D09-NF-R3-B_S42_L003	kingdom	simpson	0.221
D04-ZR-R1-B_S102_L002	kingdom	simpson	0.455
D03-ZH-R3-A_S9_L003	kingdom	simpson	0.019
D04-ZF-R1-A_S24_L001	kingdom	simpson	0.358
D09-OF-R1-A_S74_L002	kingdom	simpson	0.501
D04-NF-R3-A_S30_L003	kingdom	simpson	0.375
D05-ZR-R3-B_S35_L004	kingdom	simpson	0.01
D10-ZR-R1-B_S41_L001	kingdom	simpson	0.004
D08-ZF-R1-A_S4_L001	kingdom	simpson	0.061
D05-NF-R2-A_S3_L002	kingdom	simpson	0.02
D08-OR-R1-A_S22_L001	kingdom	simpson	0.19
D04-ZR-R2-A_S31_L002	kingdom	simpson	0.313
D06-OF-R3-A_S13_L003	kingdom	simpson	0.011
D10-NF-R2-A_S18_L002	kingdom	simpson	0.139
D04-OF-R2-B_S59_L001	kingdom	simpson	0.33
D08-OF-R3-A_S4_L004	kingdom	simpson	0.416
D04-NF-R2-B_S39_L002	kingdom	simpson	0.233
D07-NF-R1-B_S46_L001	kingdom	simpson	0.017
NCO-B1-R2-B_S35_L001	kingdom	simpson	0.354
NCO-B3-R3-A_S5_L004	kingdom	simpson	0.504
D07-ZH-R1-A_S12_L001	kingdom	simpson	0.009
D05-ZH-R3-B_S55_L004	kingdom	simpson	0.02
D07-OR-R1-A_S26_L001	kingdom	simpson	0.077
D06-NF-R3-A_S15_L004	kingdom	simpson	0.028
D01-ZR-R2-A_S15_L001	kingdom	simpson	0.104
D06-ZH-R3-A_S5_L003	kingdom	simpson	0.02
D08-ZH-R3-B_S33_L003	kingdom	simpson	0.043
D09-NF-R2-A_S15_L002	kingdom	simpson	0.478
D06-OR-R1-A_S79_L002	kingdom	simpson	0.03
D02-ZH-R3-B_S52_L004	kingdom	simpson	0.226
D05-NF-R1-B_S109_L002	kingdom	simpson	0.013
D04-OR-R3-B_S50_L003	kingdom	simpson	0.494
D09-NF-R3-A_S10_L003	kingdom	simpson	0.237
D03-ZF-R3-A_S24_L003	kingdom	simpson	0.006
D06-NF-R1-A_S5_L001	kingdom	simpson	0.008
D02-OF-R2-B_S50_L002	kingdom	simpson	0.055
D03-ZR-R2-B_S37_L001	kingdom	simpson	0.008
D06-OF-R1-A_S84_L002	kingdom	simpson	0.117
D10-OF-R2-A_S16_L001	kingdom	simpson	0.003
D01-OR-R1-A_S11_L001	kingdom	simpson	0.246
D01-ZH-R2-A_S2_L001	kingdom	simpson	0.07
D02-NF-R1-A_S94_L002	kingdom	simpson	0.068
D05-ZH-R1-B_S110_L002	kingdom	simpson	0.031
D08-ZH-R3-A_S1_L003	kingdom	simpson	0.046
D06-ZR-R2-A_S28_L001	kingdom	simpson	0.01
D06-ZF-R3-B_S32_L004	kingdom	simpson	0.003
D09-ZF-R3-B_S40_L004	kingdom	simpson	0.489
D10-NF-R3-B_S47_L003	kingdom	simpson	0.091
D01-ZH-R1-B_S127_L002	kingdom	simpson	0.083
D06-ZR-R1-A_S31_L001	kingdom	simpson	0.009
D07-ZR-R2-A_S30_L002	kingdom	simpson	0.007
D01-OF-R3-B_S47_L004	kingdom	simpson	0.363
D03-ZH-R1-A_S68_L002	kingdom	simpson	0.008
D08-NF-R2-A_S17_L001	kingdom	simpson	0.375
D02-ZR-R3-A_S25_L004	kingdom	simpson	0.049
D07-OR-R1-B_S58_L001	kingdom	simpson	0.079
NCO-B4-R2-A_S14_L001	kingdom	simpson	0.353
D08-OF-R3-B_S33_L004	kingdom	simpson	0.427
D04-ZH-R1-A_S27_L001	kingdom	simpson	0.197
D07-ZR-R1-B_S42_L001	kingdom	simpson	0.004
NCO-B2-R1-B_S99_L002	kingdom	simpson	0.189
D07-ZF-R2-A_S29_L001	kingdom	simpson	0.004
D08-ZH-R1-A_S1_L001	kingdom	simpson	0.019
D07-OF-R2-B_S59_L002	kingdom	simpson	0.011
D02-ZH-R2-B_S60_L002	kingdom	simpson	0.078
D01-OR-R3-B_S41_L004	kingdom	simpson	0.153
NCO-B3-R2-B_S44_L001	kingdom	simpson	0.362
D06-OF-R1-B_S116_L002	kingdom	simpson	0.132
D01-ZF-R2-B_S48_L002	kingdom	simpson	0.099
D01-OR-R1-B_S43_L001	kingdom	simpson	0.231
D05-OF-R2-B_S57_L001	kingdom	simpson	0.016
NCO-B1-R3-A_S2_L004	kingdom	simpson	0.467
D05-OF-R3-B_S51_L004	kingdom	simpson	0.015
D07-ZF-R1-B_S117_L002	kingdom	simpson	0.004
D03-NF-R1-B_S52_L001	kingdom	simpson	0.011
D07-ZR-R2-B_S61_L002	kingdom	simpson	0.007
D08-ZR-R3-A_S31_L003	kingdom	simpson	0.326
D01-OF-R2-B_S54_L002	kingdom	simpson	0.342
D03-ZF-R1-B_S101_L002	kingdom	simpson	0.008
D04-ZF-R1-B_S56_L001	kingdom	simpson	0.375
D06-OF-R3-B_S45_L003	kingdom	simpson	0.013
NCO-B1-R1-A_S90_L002	kingdom	simpson	0.19
D01-ZF-R3-A_S7_L003	kingdom	simpson	0.109
D10-ZF-R1-A_S86_L002	kingdom	simpson	0.002
D06-ZH-R1-B_S104_L002	kingdom	simpson	0.006
D05-ZF-R2-A_S27_L002	phylum	shannon	1.069
D07-NF-R3-B_S42_L004	phylum	shannon	0.962
PCO-B2-R1-B_S50_L001	phylum	shannon	0.77
D09-ZR-R3-B_S48_L004	phylum	shannon	1.159
D06-ZH-R3-B_S37_L003	phylum	shannon	0.567
D05-ZR-R1-B_S61_L001	phylum	shannon	1.094
D02-OF-R3-B_S45_L004	phylum	shannon	0.791
D07-NF-R3-A_S13_L004	phylum	shannon	0.959
NCO-B1-R1-B_S122_L002	phylum	shannon	1.316
D06-OR-R3-B_S30_L004	phylum	shannon	0.872
D05-ZR-R2-B_S39_L001	phylum	shannon	1.073
D10-ZF-R2-B_S43_L001	phylum	shannon	0.978
D06-ZR-R1-B_S63_L001	phylum	shannon	0.851
D09-ZR-R2-B_S36_L002	phylum	shannon	1.206
D01-ZH-R3-A_S22_L003	phylum	shannon	0.843
D10-ZH-R1-A_S19_L001	phylum	shannon	0.314
D08-OF-R2-B_S33_L001	phylum	shannon	0.799
D04-NF-R3-B_S62_L003	phylum	shannon	0.722
D07-ZH-R3-A_S20_L004	phylum	shannon	1.078
D07-ZH-R1-B_S44_L001	phylum	shannon	1.166
D10-OF-R3-B_S64_L003	phylum	shannon	0.758
D03-ZH-R1-B_S100_L002	phylum	shannon	0.558
D02-ZF-R3-A_S11_L003	phylum	shannon	0.824
D02-ZH-R1-B_S108_L002	phylum	shannon	0.678
D03-ZR-R3-A_S6_L003	phylum	shannon	0.949
D02-ZR-R3-B_S54_L004	phylum	shannon	0.823
D01-ZF-R1-B_S34_L001	phylum	shannon	0.799
D09-ZH-R2-A_S21_L002	phylum	shannon	1.25
D06-ZH-R1-A_S72_L002	phylum	shannon	0.446
D09-ZH-R1-B_S62_L001	phylum	shannon	1.007
D06-ZR-R2-B_S60_L001	phylum	shannon	0.89
D03-OF-R1-B_S48_L001	phylum	shannon	0.956
D01-OR-R2-A_S11_L002	phylum	shannon	1.355
D10-OF-R2-B_S48_L001	phylum	shannon	0.834
D02-ZH-R1-A_S76_L002	phylum	shannon	0.711
D01-OF-R1-A_S15_L001	phylum	shannon	0.995
D03-NF-R3-B_S46_L003	phylum	shannon	1.047
D08-OR-R3-A_S19_L003	phylum	shannon	1.232
NCO-B2-R2-B_S41_L002	phylum	shannon	1.619
D03-OF-R3-B_S34_L003	phylum	shannon	0.963
NCO-B1-R3-B_S31_L004	phylum	shannon	1.62
D07-ZR-R3-A_S9_L004	phylum	shannon	1.089
D03-OF-R2-A_S4_L002	phylum	shannon	1.034
D02-ZF-R3-B_S43_L003	phylum	shannon	0.876
D09-ZH-R2-B_S52_L002	phylum	shannon	1.297
D04-OF-R1-A_S91_L002	phylum	shannon	1.124
D03-NF-R3-A_S14_L003	phylum	shannon	0.967
D10-ZF-R1-B_S118_L002	phylum	shannon	1.036
D10-OF-R1-A_S87_L002	phylum	shannon	1.585
D05-NF-R3-A_S4_L003	phylum	shannon	1.247
D03-ZR-R1-A_S93_L002	phylum	shannon	0.794
D08-ZR-R2-A_S25_L002	phylum	shannon	0.826
D09-OR-R3-A_S14_L004	phylum	shannon	1.265
D10-ZR-R3-A_S28_L004	phylum	shannon	0.979
D01-ZH-R3-B_S54_L003	phylum	shannon	0.858
NCO-B3-R3-B_S34_L004	phylum	shannon	1.706
D03-ZH-R3-B_S41_L003	phylum	shannon	0.516
D02-ZF-R1-A_S23_L001	phylum	shannon	0.82
D02-NF-R3-A_S25_L003	phylum	shannon	0.679
D04-NF-R1-B_S49_L001	phylum	shannon	0.71
D04-NF-R2-A_S8_L002	phylum	shannon	0.681
D09-OR-R1-B_S64_L001	phylum	shannon	1.41
D03-ZF-R2-A_S21_L001	phylum	shannon	0.962
PCO-B3-R1-B_S97_L002	phylum	shannon	0.77
PCO-B4-R1-A_S25_L001	phylum	shannon	0.791
D05-ZF-R3-B_S53_L004	phylum	shannon	1.07
D07-OF-R3-B_S61_L003	phylum	shannon	1.199
D08-OF-R1-A_S75_L002	phylum	shannon	0.821
D08-ZR-R1-B_S112_L002	phylum	shannon	0.916
D06-ZF-R1-A_S21_L001	phylum	shannon	0.807
D04-ZH-R3-B_S58_L003	phylum	shannon	1.061
D06-ZH-R2-B_S43_L002	phylum	shannon	0.55
PCO-B2-R1-A_S18_L001	phylum	shannon	0.74
D07-OR-R3-B_S49_L003	phylum	shannon	1.318
PCO-B1-R2-A_S31_L001	phylum	shannon	0.74
D01-OF-R3-A_S18_L004	phylum	shannon	0.948
D01-ZR-R2-B_S47_L001	phylum	shannon	0.664
D02-NF-R3-B_S57_L003	phylum	shannon	0.689
D07-NF-R2-B_S33_L002	phylum	shannon	1.041
D04-OF-R3-A_S29_L004	phylum	shannon	0.91
D03-NF-R2-A_S32_L001	phylum	shannon	0.999
D08-ZH-R2-A_S1_L002	phylum	shannon	1.002
D10-ZH-R2-A_S6_L002	phylum	shannon	0.34
D10-ZF-R2-A_S11_L001	phylum	shannon	0.982
D08-OR-R2-B_S40_L001	phylum	shannon	1.312
D02-ZF-R2-B_S44_L002	phylum	shannon	0.698
D01-ZR-R1-A_S8_L001	phylum	shannon	0.865
D04-OR-R2-B_S55_L001	phylum	shannon	1.231
D09-OR-R2-B_S54_L001	phylum	shannon	1.695
D08-ZR-R2-B_S56_L002	phylum	shannon	0.814
D04-ZF-R2-B_S57_L002	phylum	shannon	1.404
D08-ZH-R1-B_S33_L001	phylum	shannon	0.772
D02-ZR-R1-A_S96_L002	phylum	shannon	0.816
D09-ZH-R3-B_S37_L004	phylum	shannon	1.251
D04-ZR-R2-B_S62_L002	phylum	shannon	1.372
D05-ZR-R1-A_S29_L001	phylum	shannon	1.109
PCO-B3-R1-A_S65_L002	phylum	shannon	0.721
D10-ZR-R1-A_S9_L001	phylum	shannon	0.891
D06-ZF-R2-A_S24_L002	phylum	shannon	0.749
D05-OF-R3-A_S22_L004	phylum	shannon	1.246
D08-ZF-R1-B_S36_L001	phylum	shannon	0.844
D02-OR-R2-A_S30_L001	phylum	shannon	1.497
D10-ZF-R3-B_S39_L004	phylum	shannon	0.94
D06-OR-R2-B_S36_L001	phylum	shannon	1.272
D04-OF-R1-B_S123_L002	phylum	shannon	1.11
D09-OF-R2-B_S45_L001	phylum	shannon	1.212
D03-ZH-R2-B_S38_L002	phylum	shannon	0.58
D02-OF-R3-A_S16_L004	phylum	shannon	0.79
D10-ZH-R3-A_S17_L004	phylum	shannon	0.213
D08-OR-R2-A_S8_L001	phylum	shannon	1.194
D01-ZR-R3-A_S21_L003	phylum	shannon	0.74
D05-ZR-R3-A_S6_L004	phylum	shannon	1.123
D09-ZR-R3-A_S19_L004	phylum	shannon	1.152
D04-OR-R3-A_S18_L003	phylum	shannon	1.086
D04-ZH-R3-A_S26_L003	phylum	shannon	1.041
D07-OF-R3-A_S29_L003	phylum	shannon	1.246
NCO-B4-R1-A_S81_L002	phylum	shannon	1.394
D05-ZF-R2-B_S58_L002	phylum	shannon	1.07
D03-ZF-R2-B_S53_L001	phylum	shannon	0.965
D07-ZF-R2-B_S61_L001	phylum	shannon	1.1
D03-NF-R2-B_S64_L001	phylum	shannon	0.988
D06-NF-R2-B_S50_L001	phylum	shannon	0.725
D03-ZF-R3-B_S56_L003	phylum	shannon	1.04
D10-NF-R2-B_S49_L002	phylum	shannon	1.068
D08-OF-R1-B_S107_L002	phylum	shannon	0.828
D09-OR-R1-A_S32_L001	phylum	shannon	1.313
D02-ZF-R2-A_S13_L002	phylum	shannon	0.702
D04-ZH-R2-A_S9_L001	phylum	shannon	1.13
D02-NF-R2-A_S26_L001	phylum	shannon	0.635
D03-OF-R3-A_S2_L003	phylum	shannon	0.985
D01-ZF-R3-B_S39_L003	phylum	shannon	0.647
D06-OR-R1-B_S111_L002	phylum	shannon	0.909
D01-NF-R1-A_S89_L002	phylum	shannon	1.007
D05-OF-R1-A_S71_L002	phylum	shannon	1.304
D03-OR-R3-A_S27_L003	phylum	shannon	1.335
D06-OR-R2-A_S4_L001	phylum	shannon	0.898
D01-ZH-R1-A_S95_L002	phylum	shannon	0.797
D04-ZF-R2-A_S26_L002	phylum	shannon	1.353
D03-OR-R3-B_S59_L003	phylum	shannon	1.361
D10-ZF-R3-A_S10_L004	phylum	shannon	0.932
D01-NF-R1-B_S121_L002	phylum	shannon	1.032
D02-ZH-R3-A_S23_L004	phylum	shannon	0.722
D05-OF-R2-A_S25_L001	phylum	shannon	1.33
D09-OF-R3-A_S7_L004	phylum	shannon	1.118
D05-ZH-R1-A_S78_L002	phylum	shannon	0.859
D09-OF-R2-A_S13_L001	phylum	shannon	1.196
D03-NF-R1-A_S20_L001	phylum	shannon	0.934
D02-NF-R1-B_S126_L002	phylum	shannon	0.661
D07-ZR-R1-A_S10_L001	phylum	shannon	0.999
NCO-B2-R2-A_S10_L002	phylum	shannon	1.65
D01-OR-R2-B_S42_L002	phylum	shannon	1.378
D02-OR-R1-B_S105_L002	phylum	shannon	0.941
D07-ZF-R3-B_S56_L004	phylum	shannon	1.11
D05-ZH-R2-A_S16_L002	phylum	shannon	1.189
D06-NF-R1-B_S37_L001	phylum	shannon	0.968
D09-ZF-R3-A_S11_L004	phylum	shannon	1.202
D08-ZF-R3-B_S40_L003	phylum	shannon	0.645
NCO-B4-R3-B_S55_L003	phylum	shannon	1.688
D06-ZH-R2-A_S12_L002	phylum	shannon	0.534
D02-ZF-R1-B_S55_L001	phylum	shannon	0.816
D08-ZR-R1-A_S80_L002	phylum	shannon	0.891
D04-ZH-R2-B_S41_L001	phylum	shannon	1.106
D04-ZR-R1-A_S70_L002	phylum	shannon	1.447
D02-NF-R2-B_S58_L001	phylum	shannon	0.633
D07-ZH-R3-B_S49_L004	phylum	shannon	1.075
D06-ZR-R3-B_S52_L003	phylum	shannon	0.831
D07-NF-R1-A_S14_L001	phylum	shannon	1.007
D02-OR-R1-A_S73_L002	phylum	shannon	0.944
D07-ZH-R2-B_S51_L002	phylum	shannon	1.207
D09-ZH-R1-A_S30_L001	phylum	shannon	1.092
D06-ZF-R3-A_S3_L004	phylum	shannon	0.739
D05-ZH-R2-B_S47_L002	phylum	shannon	1.177
D05-NF-R3-B_S36_L003	phylum	shannon	0.868
D07-ZF-R3-A_S27_L004	phylum	shannon	1.119
NCO-B4-R3-A_S23_L003	phylum	shannon	1.662
D05-ZH-R3-A_S26_L004	phylum	shannon	0.93
